pkt_len_mean,fwd_pkt_len_mean,bwd_pkt_len_mean,fwd_pkt_len_max,bwd_pkt_len_max,pkt_len_min,fwd_pkt_len_min,pkt_len_var,pkt_len_std,fwd_byts_b_avg,flow_byts_s,flow_pkts_s,init_bwd_win_byts,init_fwd_win_byts,fwd_psh_flags,psh_flag_cnt,Label
387.77272727272725,122.8,608.5833333333334,374.0,1514.0,54.0,54.0,256386.902892562,506.3466232656854,0.0,44671.704080724296,115.20073728471864,65535.0,64240.0,3.0,8.0,5
439.5757575757576,417.7058823529412,462.8125,1292.0,1292.0,64.0,74.0,241051.6382001837,490.9700990897345,3827.0,6964.044388221711,15.84264889089456,0.0,0.0,0.0,0.0,1
56.85714285714285,54.5,60.0,55.0,60.0,54.0,54.0,7.551020408163266,2.747912008810192,0.0,12.002330744066702,0.2110962693680073,65535.0,64240.0,0.0,0.0,4
146.0,146.0,0.0,146.0,0.0,146.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1058.8662000823383,1339.8043826830572,54.0,1514.0,54.0,54.0,174.0,313177.1394585589,559.9033837295686,2500040.0,1364074.1615557745,1283.824247655166,64240.0,65535.0,1024.0,1031.0,6
85.37438,123.12967,138.79105,113.96026,66.68956,58.21367,68.95411,48.62725,21.64262,204.96246,362.6662,14.054939,1.7838167,28.293373,11.6622,0.41151398,5
56.4,54.0,60.0,54.0,60.0,54.0,54.0,8.639999999999999,2.9393876913398134,0.0,16105.082809822958,285.5511136493432,65535.0,64240.0,0.0,0.0,5
134.66666666666666,91.0,222.0,91.0,222.0,91.0,91.0,3813.555555555556,61.753992223625154,0.0,28406.69385459148,210.9407959499368,0.0,0.0,0.0,0.0,1
242.78098,77.476456,13.5895,197.09096,11.358066,75.79282,106.18131,469.78735,21.864555,3.9044385,2047.8489,169.24628,54240.38,2460.2097,35.51779,0.55647707,9
681.1470588235294,1357.6363636363635,357.60869565217394,14041.0,1514.0,54.0,54.0,5603295.301903114,2367.128070448051,0.0,92554.18210302092,135.8798821841492,65535.0,64240.0,4.0,9.0,4
179.39862,61.2586,44.24274,171.01596,203.41432,91.54877,91.29373,10207.491,25.054424,0.040274143,630.2262,194.83673,108.06802,35.18338,1.4525679,2.4570696,1
1100.1935483870968,1319.103349964362,54.0,1514.0,54.0,54.0,314.0,274641.24875620025,523.815069509856,1809160.0,840102.2087130891,761.6995607698087,64240.0,65535.0,729.0,731.0,3
56.0,54.0,60.0,54.0,60.0,54.0,54.0,8.0,2.8284271247461903,0.0,201680.6722689076,3601.4405762304923,65535.0,63152.0,0.0,0.0,8
120.33333333333331,115.0,131.0,115.0,131.0,115.0,115.0,56.88888888888889,7.542472332656507,0.0,2958.5556347781903,24.586334915054213,0.0,0.0,0.0,0.0,8
1047.1077844311378,1337.126631853786,55.10913140311804,1514.0,510.0,54.0,60.0,322625.0629141637,567.9060880004723,668623.3333333334,682446.4629475371,652.6478571229289,36980.0,65535.0,795.0,797.0,6
78.196045,50.3619,74.67201,153.43222,648.9828,69.19087,59.199547,372.31085,14.266873,1.2460151,189.27444,57.724915,3605.6602,3.5659685,0.87287116,0.08335071,2
166.68776,90.85145,20.989334,138.48915,79.46276,96.82792,90.198044,918.21075,19.73903,30.737268,162.18552,33.95969,3112.1853,339.4187,12.913448,6.404423,9
61.16666666666666,54.0,68.33333333333333,54.0,85.0,54.0,54.0,120.80555555555556,10.991158062531698,0.0,7934.963568355279,129.72692482324706,65535.0,63533.0,0.0,1.0,8
205.0,205.0,0.0,205.0,0.0,205.0,205.0,0.0,0.0,0.0,22.534231671387943,0.1099230813238436,0.0,65535.0,11.0,11.0,4
873.8880597014926,1184.8453608247423,58.67567567567568,1514.0,88.0,54.0,60.0,421239.6814992203,649.0298001626892,11626.0,28764.005752752026,32.91497742007986,64240.0,65535.0,42.0,54.0,0
123.61182,170.32426,130.00082,222.88048,7.0842166,71.572044,104.65375,45139.97,30.737223,5.838665,1979.9692,1.5141015,0.07612236,225.89365,5.6751003,1.3509653,4
149.33333333333334,194.0,60.0,590.0,60.0,54.0,54.0,38854.22222222221,197.1147437971656,0.0,2737.1900422492613,18.329397604347733,65535.0,64240.0,1.0,1.0,3
77.0,77.0,0.0,77.0,0.0,77.0,77.0,0.0,0.0,0.0,51.11965318302828,0.663891599779588,0.0,0.0,0.0,0.0,9
455.6363636363636,238.4,636.6666666666666,1800.0,1514.0,54.0,54.0,376919.8677685952,613.9379999385892,0.0,454.2946045219082,0.99705519747426,65535.0,64240.0,2.0,5.0,8
82.676414,76.02966,419.08167,144.62479,118.19943,68.96072,66.21656,67837.14,187.85727,3.696163,6407.771,64.38296,6.8982925,10217.2705,1.6683071,1.3484638,4
61.16666666666666,54.0,68.33333333333333,54.0,85.0,54.0,54.0,120.80555555555556,10.991158062531698,0.0,721.6794877845423,11.798574732172352,65535.0,63602.0,0.0,1.0,8
89.0,89.0,0.0,89.0,0.0,89.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
405.8035714285714,350.0740740740741,457.6896551724138,1292.0,1292.0,65.0,73.0,235416.9792729592,485.1978764101912,2714.0,29660.635344513663,73.0911146003417,0.0,0.0,0.0,0.0,5
86.0,86.0,0.0,86.0,0.0,86.0,86.0,0.0,0.0,0.0,57.06628215494226,0.6635614204063053,0.0,0.0,0.0,0.0,9
93.44174,100.45105,170.49606,127.89029,864.8511,54.055893,74.931755,109.38626,100.11289,13.952512,1652.1953,249.02673,9.475703,5.3240776,0.0230458,0.44124717,1
68.55395,96.72889,279.3401,107.37066,553.0345,90.823944,57.57373,1142.7565,15.522144,3.5629148,2900.1382,92.03672,0.579292,1.2692037,0.61049175,0.09660259,1
102.4155,98.17876,10.293308,73.335594,6.1885834,62.562054,62.42478,137.94812,120.98113,0.35072905,2068.706,49.86579,2.6901414,1917.3309,3.2805302,1.1715802,8
1191.5745614035088,78.94736842105263,1414.1,528.0,1514.0,54.0,54.0,311933.4023353339,558.5099840963758,0.0,351760.88251288293,295.2067742186084,65535.0,64240.0,2.0,31.0,8
1002.3073529411764,57.4093567251462,1322.240157480315,637.0,1514.0,54.0,54.0,331348.9364165225,575.629165710462,0.0,254805.48028273103,253.5115308135344,65535.0,64240.0,1.0,367.0,6
60.67597,92.842545,4.024328,154.38947,39.897156,71.12491,68.3467,38.663338,9.349625,4.711799,151.0221,108.16995,5.747879,1511.7188,108.3958,0.041674092,5
85.0,85.0,0.0,85.0,0.0,85.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
956.6068743286788,1313.4924242424242,54.15909090909091,1514.0,96.0,54.0,60.0,342662.4377545827,585.8926099177182,426242.5,484845.3725005996,509.0006620335408,64240.0,65535.0,450.0,452.0,6
76.595695,64.15824,199.20535,573.04913,689.5458,73.46605,62.92933,104.83078,90.570694,0.16511966,11029.666,127.12286,14.2806425,2.3002028,0.38560477,0.43113247,1
77.0,77.0,0.0,77.0,0.0,77.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
603.28,92.47058823529412,866.4242424242424,275.0,1514.0,54.0,54.0,384342.1616,619.9533543743432,0.0,291704.5432566776,483.5309363093051,65535.0,64240.0,5.0,22.0,8
193.21425,128.41315,369.18677,321.19714,265.86142,58.992737,58.4091,3635.3066,15.8133,56.749638,972.0867,7.142575,18380.945,18843.26,79.81032,5.0858636,7
91.0,91.0,0.0,91.0,0.0,91.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
1007.969904240766,1342.0223255813953,54.0,1514.0,54.0,54.0,514.0,341527.8468341895,584.3146995883194,1413604.0,885186.9762520046,875.2446293596419,64240.0,65535.0,650.0,651.0,3
66.0,66.0,0.0,66.0,0.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,64240.0,0.0,0.0,0
61.16666666666666,54.0,68.33333333333333,54.0,85.0,54.0,54.0,120.80555555555556,10.991158062531698,0.0,1509.182574081537,24.673284589888887,65535.0,63533.0,0.0,1.0,8
96.03616,90.68587,430.40057,188.61154,305.33682,54.339336,94.14838,14241.678,25.030247,55.294064,8869.78,19.552113,32187.943,101.2134,4.583989,1.6869314,9
1015.7153532608696,54.83606557377049,1341.0751604032998,207.0,1514.0,54.0,54.0,334240.732960227,578.926150225069,0.0,1138066.703217785,1115.6600976087173,65535.0,64240.0,2.0,657.0,6
225.69012,62.517757,50.14861,66.091446,136.80917,73.04141,61.11943,598.2509,43.743652,1.3239169,211.05838,1.8423061,0.58256197,131.54793,10.133988,0.63358593,1
589.4017,153.89885,491.07437,1024.462,425.6207,82.31168,61.71301,756.76697,55.877335,101.0578,104.1332,17.982431,11.3123045,15612.443,13.102846,0.16977558,7
