bwd_seg_size_avg,pkt_len_min,fwd_pkt_len_min,totlen_bwd_pkts,fwd_pkt_len_max,bwd_pkt_len_min,pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_std,flow_byts_s,fwd_pkt_len_mean,psh_flag_cnt,down_up_ratio,fwd_act_data_pkts,syn_flag_cnt,fin_flag_cnt,Label
127.0,78.0,78.0,127.0,78.0,127.0,94.33333333333331,0.0,0.0,10443.960586042736,78.0,0.0,0.5,2.0,0,0,2
602.9167,54.0,54.0,12092.332,107.0,60.0,444.07187,98.84898,529.22095,63605.2,86.679695,99.66927,1.5851108,2.0,3,2,1
554.3333333333334,54.0,54.0,8315.0,2416.0,60.0,450.9230769230769,668.8613736717666,618.5580723657956,17541.575958884125,309.90909090909093,10.0,1.3636363636363635,5.0,3,0,8
139.0,66.235985,60.0,180.0,78.0,113.627235,80.0,0.0,0.0,14279.025,66.0,0.0,0.80433947,1.0,0,0,9
60.0,94.04649,83.0,0.0,114.0,0.0,95.0,0.0,0.0,3161.82,112.46925,0.0,0.091426656,3.0,0,0,8
352.0,146.0,146.0,352.0,146.0,352.0,214.66666666666663,0.0,0.0,1608.9139830614336,146.0,0.0,0.5,2.0,0,0,0
175.90207,54.0,54.0,102.32143,454.53467,60.0,160.125,0.0,0.0,1931.2023,96.106285,0.0,0.5,2.0,0,0,1
209.0,78.0,78.0,209.0,78.0,209.0,121.66666666666669,0.0,0.0,5978.510122518509,78.0,0.0,0.5,2.0,0,0,5
571.0,54.0,54.0,5139.0,1209.0,60.0,410.27777777777777,374.3913909002808,558.0975621599587,13434.869535319063,249.5555555555556,7.0,1.0,3.0,3,0,3
254.0,83.0,83.0,254.0,83.0,254.0,140.0,0.0,0.0,2963.736566158362,83.0,0.0,0.5,2.0,0,0,8
54.0,54.0,114.0,15552.0,1514.0,54.0,1114.6740209597351,296.88312186942284,0.0,934397.3326882578,1317.4887714663143,617.0,0.1913937058445729,1526.0,0,0,3
0.0,86.0,86.0,0.0,86.0,0.0,86.0,0.0,0.0,135.48441981685448,86.0,0.0,0.0,3.0,0,0,9
134.19977,91.0,77.0,205.0,94.0,90.0,132.0,0.0,0.0,34566.74,79.0,0.0,0.5,2.0,0,0,7
105.42857142857144,70.0,118.0,1476.0,186.0,70.0,135.2,28.46818399547116,16.06110779720594,484.7174190661732,161.25,0.0,0.875,16.0,0,0,8
75.81767,54.0,54.0,570.3973,843.2931,60.0,225.33333,389.95886,361.0,897.74243,211.59122,0.0,0.97645605,5.0,0,0,4
