bwd_seg_size_avg,pkt_len_min,fwd_pkt_len_min,totlen_bwd_pkts,fwd_pkt_len_max,bwd_pkt_len_min,pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_std,flow_byts_s,fwd_pkt_len_mean,psh_flag_cnt,down_up_ratio,fwd_act_data_pkts,syn_flag_cnt,fin_flag_cnt,Label
127.0,78,78,127,78,127,94.33333333333331,0.0,0.0,10443.960586042736,78.0,0,0.5,2,0,0,2
502.3098802234348,68,52,700,1612,47,99.98280608568334,-45.05683153593353,339.6100280969755,83131.01884551435,149.6807515023596,-2,0.6800354642562755,-43,0,3,1
554.3333333333334,54,54,8315,2416,60,450.9230769230769,668.8613736717666,618.5580723657956,17541.575958884125,309.90909090909093,10,1.3636363636363635,5,3,0,8
38.17083457296541,49,51,-28079,165,69,31.54564446971649,-12.495649670644156,-40.633880426003934,109290.44042258635,81.69107383350917,47,2.4111002870039666,246,0,0,9
-25.51161517744721,237,65,33575,146,70,1353.2542396024342,29.552013251305542,50.25317616594658,2100.292707995685,-5.685627373082596,0,0.926163733767166,2,0,0,8
352.0,146,146,352,146,352,214.66666666666663,0.0,0.0,1608.9139830614336,146.0,0,0.5,2,0,0,0
248.91755284958697,54,59,1633,578,51,56.60369879850731,249.52346806693373,326.4755245436749,-395957.618135632,1891.8348894199264,14,-0.4154875799367725,4,0,0,1
209.0,78,78,209,78,209,121.66666666666669,0.0,0.0,5978.510122518509,78.0,0,0.5,2,0,0,5
571.0,54,54,5139,1209,60,410.27777777777777,374.3913909002808,558.0975621599587,13434.869535319063,249.5555555555556,7,1.0,3,3,0,3
254.0,83,83,254,83,254,140.0,0.0,0.0,2963.736566158362,83.0,0,0.5,2,0,0,8
54.0,54,114,15552,1514,54,1114.6740209597351,296.88312186942284,0.0,934397.3326882578,1317.4887714663143,617,0.1913937058445729,1526,0,0,3
0.0,86,86,0,86,0,86.0,0.0,0.0,135.48441981685448,86.0,0,0.0,3,0,0,9
405.7570297957016,61,53,-33554,-277,-19,1467.2311072859748,-109.64930532929498,368.33305552144896,-4828.450218627757,227.3529183600251,10,1.9811691571553105,27,3,2,7
105.42857142857144,70,118,1476,186,70,135.2,28.46818399547116,16.06110779720594,484.7174190661732,161.25,0,0.875,16,0,0,8
568.0183417756494,68,49,36477,1433,111,101.08383396524842,219.16845735026996,42.49070802235015,16576.23533428828,30.82894966951983,16,1.2253014311711727,118,0,0,4
1145.207771607989,84,75,9549,-427,60,109.87077577089826,173.36516961979993,574.6929926214121,18423.48980942915,50.55616917537642,23,0.7294297776571425,1028,4,3,7
210.53007822305565,55,51,16662,1234,586,404.5562483900418,-7.194519567221134,25.83474743676308,121521.50412137716,117.42333748519368,56,2.1019129859264067,87,6,2,4
1357.393673780488,54,54,3561801,530,60,1246.7493908806125,109.64922201216376,334.8755572554886,428649.2999152493,80.76305220883535,659,10.5,14,0,0,7
-101.45121698259273,57,57,-43308,758,63,1340.9097699668578,166.2686815744985,19.5880351713512,3568.681498121923,43.18105611986272,-15,1.354906856625035,39,3,3,5
58.77655677655677,54,60,16046,1514,54,1054.4782237403929,208.64108976916387,28.631636103206013,495663.5475917765,1357.3736017897093,564,0.3031973539140022,905,0,0,6
151.90765805568657,56,58,-28624,279,67,1281.1058437391844,300.6398416054111,359.3806011285945,-21516.595296177293,35.263930849604264,6,1.00550341693281,630,3,1,5
60.0,55,55,60,55,60,56.66666666666666,0.0,0.0,108418.36734693876,55.0,0,0.5,2,0,0,3
155.99421963082264,71,84,33150,1795,26,136.52619885765705,32.76828071556133,-19.48902576679651,-3168.7427907087117,301.7787282931833,12,0.4394091108764256,-81,0,0,2
451.3813684829335,55,54,3004,1164,51,601.8147391077925,190.09978116304893,603.3622164396807,5865.508452137425,-10.61522929894386,161,0.9699619806623244,22,3,3,8
81.56756756756756,54,60,20434,1514,54,1308.7276995305165,276.5531816298706,111.1853919387334,484803.8719454669,1419.406489881368,448,0.0904887714663144,3009,0,0,7
121.55,62,62,2431,362,62,122.88888888888889,70.48578646613798,136.39518869813554,53.26993151863724,124.5625,0,1.25,16,0,0,0
719.1818181818181,65,71,7911,1292,65,546.125,504.0162367066218,543.9837594804761,30144.062261391133,399.6923076923077,0,0.8461538461538461,13,0,0,5
152.0,95,95,152,95,152,114.0,0.0,0.0,18189.55430273375,95.0,0,0.5,2,0,0,8
55.14986376021798,54,60,20240,1514,54,1221.852313751231,215.751705257837,11.306813249850608,517273.3357867807,1380.3706505295008,975,0.1351744186046511,2738,0,0,6
42.45480507047717,55,53,-23758,-230,53,1136.0728544588198,-170.77816349978454,611.639636185638,6644.55748802505,317.3141805169733,-6,2.18830788358258,986,3,2,7
638.4437134878535,53,210,573843,-295,616,-2.848853781738754,-94.7302059474738,717.8631525526898,82627.91196828062,63.91756049261232,7,1.9895218490779047,112,0,0,4
54.0,54,114,8316,1514,54,1120.0385064177362,307.4355993247387,0.0,469269.5980292157,1355.417378917379,207,0.2222222222222222,702,0,0,3
54.0,54,114,14742,1514,54,1164.5545583372698,289.05896583542705,0.0,1157836.6594318422,1332.6490649064906,715,0.1500266951414842,1861,0,0,3
292.0,74,74,292,74,292,146.66666666666666,0.0,0.0,27704.31935524493,74.0,0,0.5,2,0,0,7
522.16,54,54,13054,1780,60,400.8863636363636,426.6524596549748,572.2492939270437,10250.089635258588,241.31578947368425,18,1.3157894736842106,8,3,0,4
926.5333333333332,54,54,13898,571,60,613.16,165.5538885076397,625.3516202016981,14270.95164503696,143.1,8,1.5,3,3,0,9
203.66040503504345,58,51,-31750,171,29,105.0275294666924,14.1442876014864,-19.928295008602134,-5866.356282982102,61.18970791136961,7,-0.6337408150566803,-51,0,0,2
713.7171084527859,56,52,-31347,-237,61,185.49257553040704,-15.248642903784624,-13.121209318787535,-3720.268005635302,10.303483368450756,-1,1.2697469770394856,27,3,3,5
531.8406342164606,56,56,-23735,183,56,-6.686594683693897,505.4802909120937,-23.623248300283255,-38594.5686515452,56.901163374629405,-10,1.7405757801344723,-72,0,2,5
54.0,54,114,12744,1514,54,1157.539751552795,320.5746591369074,0.0,894700.0460622554,1349.046749452155,408,0.1709401709401709,1392,0,0,3
764.8253920763021,81,60,-74952,1747,31,79.58291986892372,839.4356622107833,-33.61633399214416,3211.259282647706,64.46767743088984,11,5.964138311844721,24,4,0,2
376.6875,54,54,6027,2382,60,433.07142857142856,666.4523144981943,477.7150979859753,362.8966840682101,508.25,15,1.3333333333333333,8,0,0,8
54.0,54,114,12474,1514,54,1123.3509933774835,263.9415455512858,0.0,837073.8856047172,1319.4889589905365,580,0.1830218068535825,1276,0,0,3
139.0,75,75,139,75,139,96.33333333333331,0.0,0.0,5343.045720941412,75.0,0,0.5,2,0,0,9
157.9234551737784,83,60,-66114,154,59,260.1902243660799,-27.85910425193144,67.63764283345117,-10992.555442835926,1332.124124022863,7,1.529412768242257,-4,0,0,5
94.15384615384616,54,54,1224,96,60,85.55555555555556,18.900923203885668,86.3854031062105,1013.5219624944224,77.57142857142857,10,0.9285714285714286,7,4,2,8
60.0,55,55,60,55,60,56.66666666666666,0.0,0.0,180467.0912951168,55.0,0,0.5,2,0,0,3
1721.325546113872,85,59,-20770,-261,53,10.148932362306311,-18.89566722424742,14.061305817701252,3307.646645100269,100.0964805055628,-6,-0.3922759142572225,-16,0,0,1
590.7864475625133,55,53,34897,187,61,499.6726529069372,-72.8730286805304,468.6782751024508,-132712.64300354873,146.53041624767934,22,-0.1664046949521193,-7,3,1,1
500.8671713775524,65,46,22653,-65,47,30.82611558861454,97.87188903485668,31.47552849740701,6009.702434181676,109.82240446669086,21,0.4171973111627761,45,0,0,4
1007.078947368421,54,54,38269,1791,60,745.1428571428571,405.3866809739944,630.5883794470279,135740.10038677862,192.16666666666663,15,2.111111111111111,5,3,0,3
1447.3403726708077,54,54,2330218,480,60,1290.4468904788112,29.7527731253831,210.81395859912547,873776.227820791,56.088235294117645,239,7.91866028708134,1,0,0,3
54.0,54,114,17064,1514,54,1095.683315038419,254.3261250378941,0.0,981252.9970580232,1316.79476861167,738,0.2109426499670402,1503,0,0,3
110.98277792684902,70,52,45790,667,530,275.54698689703474,57.11738141736258,390.69404145163753,-22375.57988594401,64.71945813502977,13,0.0437185515360768,-99,0,0,2
533.0,114,114,533,114,533,197.8,0.0,0.0,214.8578201729117,114.0,0,0.25,4,0,0,8
320.8051131951355,52,85,3221922,-117,64,734.6907879305381,22.21715072757153,495.6228790295731,45251.09486749685,1500.5604915678014,-6,0.9602930695957024,-56,3,3,7
172.40957191278736,80,58,-21742,-12,24,1055.9030941303756,201.1581769605657,331.92494109756785,20027.12975321253,185.28126367534009,13,1.096726891772053,78,0,0,2
1317.3642172523962,54,54,1645398,54,114,1065.1582962492053,0.0,208.06738065382703,930038.520273917,54.0,753,4.015822784810126,0,0,0,3
1336.299918038793,59,56,83657,1330,60,296.05222762449614,587.6620614601723,-40.04771331680797,949.501193726026,22.066593005674576,-4,0.4628031783475159,-24,3,2,2
463.5882352941176,54,54,7881,2090,60,415.64516129032256,604.0738737091343,603.4653904812194,1445.6734757120685,357.42857142857144,9,1.2142857142857142,6,3,2,9
431.39760788153,252,53,41515,5,20,235.3696860388332,37.551455993779214,407.8650874172959,9358.347971887102,111.58449165103706,28,0.4027318428075498,66,0,0,4
-8.49769893501103,66,49,-26624,203,-12,-20.89965452779232,-6.471328655655687,648.1067561820618,67900.27351373047,63.0667937180073,-8,0.2304997405764979,44,0,0,9
487.54545454545456,54,54,5363,763,60,343.6666666666667,245.29459839140364,617.0521362437498,5760.585684820853,185.4,6,1.1,3,3,2,3
54.0,54,114,16200,1514,54,1056.8219178082193,261.2671256565782,0.0,682899.176436219,1318.3712055507372,541,0.2585034013605442,1167,0,0,3
401.8281760878277,85,86,2271023,2192,45,165.67972832725755,-120.88956859484703,3.81863663462066,-9644.031731028022,-11.787741513007331,22,6.27134154259107,3156,0,0,7
574.9210033136396,55,71,53222,952,38,242.618266300618,196.5972614416807,-25.358805350649902,160684.55508269215,177.0137442724661,8,3.458810860484997,-122,0,2,2
1314.8001179245282,54,54,2191675,71,60,1075.9714149595045,4.186545686275104,363.5334482796102,500575.6970345156,55.15324675324676,619,4.275609756097561,33,0,0,0
1110.5732829509805,58,52,17477,1012,54,714.6709176254898,-74.79144534580153,20.79433910157236,9398.880495024405,71.36260795135884,12,1.1135945985547688,42,3,1,1
80.0,54,54,400,110,60,85.63636363636364,25.70127536826832,24.49489742783178,100.92361175393664,90.33333333333331,6,0.8333333333333334,4,0,0,5
510.288575268285,60,75,331299,244,18,618.4922533595159,-27.34635769839446,35.25934039000519,979.18358936931,99.5288716731501,-2,0.149802050152771,-29,6,0,4
1343.0051652765878,61,96,25532,974,738,31.96428401762774,5.506664308470245,150.71925343916098,123165.2227451489,55.383518727742256,-4,0.4476882915511027,46,0,0,4
54.0,54,92,54,92,54,79.33333333333333,0.0,0.0,2672.4157290754342,92.0,2,0.5,2,0,0,3
81.0,54,60,1134,1514,54,159.0857142857143,423.17791887149326,11.489125293076055,66.0945381945059,211.1428571428572,19,0.6666666666666666,21,0,0,8
984.0,54,54,20664,349,60,728.7666666666667,116.82444357789149,535.7891376278545,5058.053208230401,133.22222222222223,14,2.333333333333333,4,0,0,9
266.22727272727275,54,54,5857,9786,60,485.8333333333333,2488.547552985353,414.5458557613688,192.7476880526453,830.9285714285714,12,1.5714285714285714,8,3,0,3
60.0,55,55,60,55,60,56.66666666666666,0.0,0.0,226063.82978723405,55.0,0,0.5,2,0,0,2
64.6969696969697,62,62,2135,1514,62,950.3222222222222,267.1702539549228,5.739205142330111,50768.87279081888,1463.0526315789473,0,0.5789473684210527,57,0,0,0
335.7364575584221,52,55,34778,71,499,22.572570564188823,-27.989640285460112,31.611158153397984,-8810.870655057577,-15.973963775301826,0,1.025280442386978,18,4,3,8
71.20717131474103,54,60,17122,1514,54,1331.0810631229235,228.01682547572705,89.22712027403409,728048.6194865629,1449.817132216015,290,0.0923988842398884,2804,0,0,1
66.0,54,54,198,54,60,60.0,0.0,8.48528137423857,4539.49359427015,54.0,1,1.0,0,0,3,3
534.4666666666667,54,54,8017,270,60,348.8076923076923,64.34039128271776,628.3106308896014,4315.967461536302,95.63636363636364,9,1.3636363636363635,4,3,2,8
65.33608848262534,54,55,25293,247,70,-14.87821099616896,756.3112866776755,17.92499471187045,17970.617889638062,52.94630848795575,14,10.046111376973563,-6,4,2,8
0.0,66,66,0,66,0,66.0,0.0,0.0,196.31347097088909,66.0,0,0.0,0,3,0,0
464.1428571428572,66,73,6498,1292,66,553.0357142857143,578.0071013263362,494.2426901176121,44002.72797021966,641.9285714285714,0,1.0,14,0,0,1
